Issue Key,Title,Type,Status,Priority,Resolution,Assignee,Reporter,Created,Created Epoch,Updated,Resolved,Description,Comments,URL
CAMEL-10597,Swagger prints child object types as string parameters rather than refs,Bug,Resolved,Minor,Fixed,Claus Ibsen,Bob Paulin,"Wed, 14 Dec 2016 14:42:08 +0000",1481726528000,"Thu, 15 Dec 2016 14:26:13 +0000","Wed, 14 Dec 2016 15:31:58 +0000","Assume I have rest path rest ( ""/test"" ).get().type(ClassA.class).to( ""direct:someRoute"" ); rest ( ""/testSub"" ).get().type(ClassB.class).to( ""direct:someOtherRoute"" ); And in the type ClassA contains a reference to ClassB. Within the Swagger Doc the path for ClassA renders as expected: /test: get: responses: 200: schema: $ref: '#/definitions/ClassA' However ClassB gets a string parameter scheme /testSub: get: responses: 200: schema: type : 'string' format : 'com.ClassB' However I'd expect it to be: /testSub: get: responses: 200: schema: $ref: '#/definitions/ClassB'","githubbot: Wed, 14 Dec 2016 14:55:56 +0000: GitHub user bobpaulin opened a pull request: https://github.com/apache/camel/pull/1348 CAMEL-10597 - Allow addition of x-className to empty VendorExtensions You can merge this pull request into a Git repository by running: $ git pull https://github.com/bobpaulin/camel CAMEL-10597 Alternatively you can review and apply these changes as the patch at: https://github.com/apache/camel/pull/1348.patch To close this pull request, make a commit to your master/trunk branch with (at least) the following in the commit message: This closes #1348 || bobpaulin: Wed, 14 Dec 2016 14:56:06 +0000: PR included https://github.com/apache/camel/pull/1348 || davsclaus: Wed, 14 Dec 2016 15:31:58 +0000: Thanks for the PR || githubbot: Wed, 14 Dec 2016 15:34:04 +0000: Github user bobpaulin closed the pull request at: https://github.com/apache/camel/pull/1348 || ancosen: Thu, 15 Dec 2016 14:05:25 +0000: 2.17.x is affected too davsclaus || davsclaus: Thu, 15 Dec 2016 14:26:13 +0000: Thanks its backported now",https://issues.apache.org/jira/browse/CAMEL-10597
